"NAME","GENDER","ORIGIN","ETYMOLOGY","NOTES","CITATION","LINK","AREA","EARLIEST","LATEST","MENTIONS","SIXTH","SEVENTH","EIGHTH","NINTH","TENTH","ELEVENTH","TWELFTH","THIRTEENTH","FOURTEENTH","FIFTEENTH","SIXTEENTH","MEANING","FIRST_LETTER","LENGTH","TOTAL_MENTIONS"
"Laurencia","female","Latin","Fem. of Laurence, or Latin laurentia 'lavender'.",NA,"J. Uckelman, S.L. Uckelman. ""Laurencia"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Laurencia.","http://dmnes.org/name/Laurencia","England",1417,1417,1,0,0,0,0,0,0,0,0,0,1,0,"'lavender'","L",9,15
"Laurencia","female","Latin","Fem. of Laurence, or Latin laurentia 'lavender'.",NA,"J. Uckelman, S.L. Uckelman. ""Laurencia"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Laurencia.","http://dmnes.org/name/Laurencia","France",1120,1570,12,0,0,0,0,0,0,1,2,1,1,7,"'lavender'","L",9,15
"Laurencia","female","Latin","Fem. of Laurence, or Latin laurentia 'lavender'.",NA,"J. Uckelman, S.L. Uckelman. ""Laurencia"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Laurencia.","http://dmnes.org/name/Laurencia","Italy",1348,1513,2,0,0,0,0,0,0,0,0,1,0,1,"'lavender'","L",9,15
"Lautard","male","Gothic","Gothic lauths 'grand' or Gothic laudi 'figure, size' + Old Saxon hard, Old High German hart 'strong, hard'.",NA,"S.L. Uckelman. ""Lautard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lautard.","http://dmnes.org/name/Lautard","France",1060,1060,2,0,0,0,0,0,2,0,0,0,0,0,"'grand' 'figure, size' 'strong, hard'","L",7,2
"Lautilde","female","Gothic","Gothic lauths 'grand' or Gothic laudi 'figure, size' + Old High German hiltja 'battle'.",NA,"S.L. Uckelman. ""Lautilde"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lautilde.","http://dmnes.org/name/Lautilde","France",1060,1060,1,0,0,0,0,0,1,0,0,0,0,0,"'grand' 'figure, size' 'battle'","L",8,1
"Lavinia","female","Latin","Latin Lavinia, a character in Roman mythology whose name is of uncertain origin.  It may be related to Lavinium, the name of a town in Latium.",NA,"S.L. Uckelman. ""Lavinia"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lavinia.","http://dmnes.org/name/Lavinia","Italy",1527,1527,1,0,0,0,0,0,0,0,0,0,0,1,NA,"L",7,1
"Leah","female","Hebrew","Hebrew לֵאָה, of uncertain origin.","The name of an Old Testament character. Wycliffite Bible (1395): Lya.","S.L. Uckelman. ""Leah"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leah.","http://dmnes.org/name/Leah","England",1581,1593,8,0,0,0,0,0,0,0,0,0,0,8,NA,"L",4,8
"Leander","male","Ancient Greek","Ancient Greek λέων 'lion' + Ancient Greek ἀνήρ 'man'.","The name of a character in Greek mythology and a 6th C Spanish saint.","S.L. Uckelman. ""Leander"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leander.","http://dmnes.org/name/Leander","Spain",1575,1575,1,0,0,0,0,0,0,0,0,0,0,1,"'lion' 'man'","L",7,1
"Lefchild","male","Old English","Old English lēof 'dear, loved' + Old English ċild 'child'.",NA,"S.L. Uckelman. ""Lefchild"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lefchild.","http://dmnes.org/name/Lefchild","England",1222,1222,1,0,0,0,0,0,0,0,1,0,0,0,"'dear, loved' 'child'","L",8,1
"Lefsy","male","Old English","Old English lēof 'dear, loved' + Old English sige 'victory'.",NA,"S.L. Uckelman. ""Lefsy"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lefsy.","http://dmnes.org/name/Lefsy","England",1222,1222,1,0,0,0,0,0,0,0,1,0,0,0,"'dear, loved' 'victory'","L",5,1
"Lefward","male","Old English","Old English lēof 'dear, loved' + Old English weard 'guard, ward'.",NA,"S.L. Uckelman. ""Lefward"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lefward.","http://dmnes.org/name/Lefward","England",1222,1222,1,0,0,0,0,0,0,0,1,0,0,0,"'dear, loved' 'guard, ward'","L",7,1
"Lefwin","male","Old English","Old English lēof 'dear, loved' + Old English wine 'friend'.",NA,"S.L. Uckelman. ""Lefwin"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lefwin.","http://dmnes.org/name/Lefwin","England",966,1222,8,0,0,0,0,3,0,4,1,0,0,0,"'dear, loved' 'friend'","L",6,9
"Lefwin","male","Old English","Old English lēof 'dear, loved' + Old English wine 'friend'.",NA,"S.L. Uckelman. ""Lefwin"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lefwin.","http://dmnes.org/name/Lefwin","The Netherlands",765,765,1,0,0,1,0,0,0,0,0,0,0,0,"'dear, loved' 'friend'","L",6,9
"Leif","male","Gothic","A pet form of any of various names beginning with Gothic laiba, Old High German leitha, Old Icelandic leif 'relic, souvenir; inheritor' or this element used as a standalone name.",NA,"S.L. Uckelman. ""Leif"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leif.","http://dmnes.org/name/Leif","France",1052,1052,1,0,0,0,0,0,1,0,0,0,0,0,"'relic, souvenir; inheritor'","L",4,1
"Lelio","male","Latin","Latin Laelius, a Roman nomen of uncertain meaning.",NA,"S.L. Uckelman. ""Lelio"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lelio.","http://dmnes.org/name/Lelio","Italy",1527,1527,1,0,0,0,0,0,0,0,0,0,0,1,NA,"L",5,1
"Lella","female",NA,"A pet form of any of various Italian names ending in -ella.",NA,"S.L. Uckelman. ""Lella"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lella.","http://dmnes.org/name/Lella","Italy",1348,1348,1,0,0,0,0,0,0,0,0,1,0,0,NA,"L",5,1
"Lena","female",NA,"A hypocoristic of any name ending in -line or -lina, such as Adeline, Emmeline, or Leceline (cf. Lettice).",NA,"S.L. Uckelman. ""Lena"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lena.","http://dmnes.org/name/Lena","England",1381,1381,1,0,0,0,0,0,0,0,0,1,0,0,NA,"L",4,3
"Lena","female",NA,"A hypocoristic of any name ending in -line or -lina, such as Adeline, Emmeline, or Leceline (cf. Lettice).",NA,"S.L. Uckelman. ""Lena"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lena.","http://dmnes.org/name/Lena","Italy",1367,1367,1,0,0,0,0,0,0,0,0,1,0,0,NA,"L",4,3
"Lena","female",NA,"A hypocoristic of any name ending in -line or -lina, such as Adeline, Emmeline, or Leceline (cf. Lettice).",NA,"S.L. Uckelman. ""Lena"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lena.","http://dmnes.org/name/Lena","Germany",1408,1408,1,0,0,0,0,0,0,0,0,0,1,0,NA,"L",4,3
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","England",1279,1599,12,0,0,0,0,0,0,0,1,0,1,10,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","France",1049,1587,7,0,0,0,0,0,1,1,0,3,0,2,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","Italy",915,1527,14,0,0,0,0,2,1,0,5,3,1,2,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","Germany",795,1401,12,0,0,1,3,2,0,1,2,2,1,0,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","Austria",798,798,1,0,0,1,0,0,0,0,0,0,0,0,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","Belgium",1143,1151,3,0,0,0,0,0,0,3,0,0,0,0,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","Brabant",1312,1312,1,0,0,0,0,0,0,0,0,1,0,0,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","Switzerland",1515,1519,2,0,0,0,0,0,0,0,0,0,0,2,"'lion'","L",3,58
"Leo","male","Latin","Latin leo, Ancient Greek λέων 'lion'.","The name of 10 pre-1600 popes, six Byzantine emperors between the 5th and 10th C, an 8th C saint, and five kings of Armenia between the 12th and 14th C.  The diminutive Lionel was the name of a younger son of King Bors and Evaine in the medieval Arthurian legends.","S.L. Uckelman. ""Leo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leo.","http://dmnes.org/name/Leo","Czech Republic",1343,1375,6,0,0,0,0,0,0,0,0,6,0,0,"'lion'","L",3,58
"Leona","female",NA,"Fem. of Leo.",NA,"S.L. Uckelman. ""Leona"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leona.","http://dmnes.org/name/Leona","Italy",1522,1522,1,0,0,0,0,0,0,0,0,0,0,1,NA,"L",5,2
"Leona","female",NA,"Fem. of Leo.",NA,"S.L. Uckelman. ""Leona"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leona.","http://dmnes.org/name/Leona","Switzerland",1350,1350,1,0,0,0,0,0,0,0,0,1,0,0,NA,"L",5,2
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","England",1364,1598,42,0,0,0,0,0,0,0,0,1,0,41,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","France",1260,1590,14,0,0,0,0,0,0,0,1,4,0,9,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Italy",1173,1527,25,0,0,0,0,0,0,1,2,10,9,3,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Germany",1404,1497,6,0,0,0,0,0,0,0,0,0,6,0,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Spain",1488,1510,3,0,0,0,0,0,0,0,0,0,2,1,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Belgium",1597,1597,1,0,0,0,0,0,0,0,0,0,0,1,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Switzerland",1545,1545,1,0,0,0,0,0,0,0,0,0,0,1,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Ireland",1496,1540,3,0,0,0,0,0,0,0,0,0,1,2,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Czech Republic",1350,1358,3,0,0,0,0,0,0,0,0,3,0,0,"'lion' 'strong, hard'","L",7,100
"Leonard","male","Old High German","Old High German lewo 'lion' + Old Saxon hard, Old High German hart 'strong, hard'.","The name of a 6th C saint, the patron of prisoners.","J. Uckelman, S.L. Uckelman. ""Leonard"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonard.","http://dmnes.org/name/Leonard","Poland",1234,1274,2,0,0,0,0,0,0,0,2,0,0,0,"'lion' 'strong, hard'","L",7,100
"Leonarda","female",NA,"Fem. of Leonard.",NA,"S.L. Uckelman. ""Leonarda"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leonarda.","http://dmnes.org/name/Leonarda","Italy",1527,1527,1,0,0,0,0,0,0,0,0,0,0,1,NA,"L",8,1
"Leontius","male","Ancient Greek","A derivative of Ancient Greek λέων 'lion'.","The name of 1st C saint, a 5th C Byzantine usurper, two 5th C French saints, a 5th C Armenian martyr and saint, and a 7th C Byzantine emperor.","S.L. Uckelman. ""Leontius"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leontius.","http://dmnes.org/name/Leontius","France",1030,1030,2,0,0,0,0,0,2,0,0,0,0,0,"'lion'","L",8,4
"Leontius","male","Ancient Greek","A derivative of Ancient Greek λέων 'lion'.","The name of 1st C saint, a 5th C Byzantine usurper, two 5th C French saints, a 5th C Armenian martyr and saint, and a 7th C Byzantine emperor.","S.L. Uckelman. ""Leontius"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leontius.","http://dmnes.org/name/Leontius","Italy",959,1376,2,0,0,0,0,1,0,0,0,1,0,0,"'lion'","L",8,4
"Leopold","male","Old High German","Old High German liut 'people' + Old High German bald 'bold'.","The name of a number of medieval margraves and dukes of Austria, one of whom was the patron saint of Austria.","S.L. Uckelman. ""Leopold"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leopold.","http://dmnes.org/name/Leopold","France",657,1421,11,0,2,0,1,0,0,7,0,0,1,0,"'people' 'bold'","L",7,50
"Leopold","male","Old High German","Old High German liut 'people' + Old High German bald 'bold'.","The name of a number of medieval margraves and dukes of Austria, one of whom was the patron saint of Austria.","S.L. Uckelman. ""Leopold"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leopold.","http://dmnes.org/name/Leopold","Italy",1096,1327,2,0,0,0,0,0,1,0,0,1,0,0,"'people' 'bold'","L",7,50
"Leopold","male","Old High German","Old High German liut 'people' + Old High German bald 'bold'.","The name of a number of medieval margraves and dukes of Austria, one of whom was the patron saint of Austria.","S.L. Uckelman. ""Leopold"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leopold.","http://dmnes.org/name/Leopold","Germany",904,1429,27,0,0,0,0,1,6,1,15,0,4,0,"'people' 'bold'","L",7,50
"Leopold","male","Old High German","Old High German liut 'people' + Old High German bald 'bold'.","The name of a number of medieval margraves and dukes of Austria, one of whom was the patron saint of Austria.","S.L. Uckelman. ""Leopold"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leopold.","http://dmnes.org/name/Leopold","Austria",930,1277,7,0,0,0,0,1,0,4,2,0,0,0,"'people' 'bold'","L",7,50
"Leopold","male","Old High German","Old High German liut 'people' + Old High German bald 'bold'.","The name of a number of medieval margraves and dukes of Austria, one of whom was the patron saint of Austria.","S.L. Uckelman. ""Leopold"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leopold.","http://dmnes.org/name/Leopold","Czech Republic",1350,1350,1,0,0,0,0,0,0,0,0,1,0,0,"'people' 'bold'","L",7,50
"Leopold","male","Old High German","Old High German liut 'people' + Old High German bald 'bold'.","The name of a number of medieval margraves and dukes of Austria, one of whom was the patron saint of Austria.","S.L. Uckelman. ""Leopold"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leopold.","http://dmnes.org/name/Leopold","Poland",1251,1325,2,0,0,0,0,0,0,0,1,1,0,0,"'people' 'bold'","L",7,50
"Lettice","female","Latin","Latin laetitia 'joy, gladness, delight'.",NA,"S.L. Uckelman. ""Lettice"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lettice.","http://dmnes.org/name/Lettice","England",1246,1597,22,0,0,0,0,0,0,0,2,4,0,16,"'joy, gladness, delight'","L",7,27
"Lettice","female","Latin","Latin laetitia 'joy, gladness, delight'.",NA,"S.L. Uckelman. ""Lettice"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lettice.","http://dmnes.org/name/Lettice","France",1135,1180,4,0,0,0,0,0,0,4,0,0,0,0,"'joy, gladness, delight'","L",7,27
"Lettice","female","Latin","Latin laetitia 'joy, gladness, delight'.",NA,"S.L. Uckelman. ""Lettice"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lettice.","http://dmnes.org/name/Lettice","Latvia",1300,1300,1,0,0,0,0,0,0,0,1,0,0,0,"'joy, gladness, delight'","L",7,27
"Leudo","male","Old High German","A dim of any of various names beginning with Old High German liut 'people'.",NA,"S.L. Uckelman. ""Leudo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leudo.","http://dmnes.org/name/Leudo","France",629,699,2,0,2,0,0,0,0,0,0,0,0,0,"'people'","L",5,6
"Leudo","male","Old High German","A dim of any of various names beginning with Old High German liut 'people'.",NA,"S.L. Uckelman. ""Leudo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leudo.","http://dmnes.org/name/Leudo","Germany",1136,1217,2,0,0,0,0,0,0,1,1,0,0,0,"'people'","L",5,6
"Leudo","male","Old High German","A dim of any of various names beginning with Old High German liut 'people'.",NA,"S.L. Uckelman. ""Leudo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leudo.","http://dmnes.org/name/Leudo","Spain",954,954,1,0,0,0,0,1,0,0,0,0,0,0,"'people'","L",5,6
"Leudo","male","Old High German","A dim of any of various names beginning with Old High German liut 'people'.",NA,"S.L. Uckelman. ""Leudo"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Leudo.","http://dmnes.org/name/Leudo","Czech Republic",1389,1389,1,0,0,0,0,0,0,0,0,1,0,0,"'people'","L",5,6
"Libentius","male","Latin","Latin libentius 'more willing, more cheerful'.",NA,"S.L. Uckelman. ""Libentius"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Libentius.","http://dmnes.org/name/Libentius","Germany",1001,1001,1,0,0,0,0,0,1,0,0,0,0,0,"'more willing, more cheerful'","L",9,1
"Liberto","male","Latin","Latin libertus 'freedman, ex-slave'.",NA,"S.L. Uckelman. ""Liberto"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Liberto.","http://dmnes.org/name/Liberto","France",1378,1378,1,0,0,0,0,0,0,0,0,1,0,0,"'freedman, ex-slave'","L",7,1
"Lismod","female","Old French","Old French (e)lis(i), a truncation of Hebrew Elizabeth + Old High German muot 'spirit; courage, boldness'.",NA,"S.L. Uckelman. ""Lismod"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Lismod.","http://dmnes.org/name/Lismod","Belgium",1176,1176,1,0,0,0,0,0,0,1,0,0,0,0,"'spirit; courage, boldness'","L",6,1
"Littera","male","Latin","Latin littera 'letter (of the alphabet)'.",NA,"S.L. Uckelman. ""Littera"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Littera.","http://dmnes.org/name/Littera","Belgium",1110,1110,1,0,0,0,0,0,0,1,0,0,0,0,"'letter (of the alphabet)'","L",7,1
"Liutberga","female","Old High German","Old High German liut 'people' + Old High German berg 'mountain, hill' or Old High German burg 'castle, city, stronghold'.","The name of an 8th C Lombard princess and a 9th C Saxon saint.","S.L. Uckelman. ""Liutberga"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Liutberga.","http://dmnes.org/name/Liutberga","France",823,1067,3,0,0,0,1,0,2,0,0,0,0,0,"'people' 'mountain, hill' 'castle, city, stronghold'","L",9,6
"Liutberga","female","Old High German","Old High German liut 'people' + Old High German berg 'mountain, hill' or Old High German burg 'castle, city, stronghold'.","The name of an 8th C Lombard princess and a 9th C Saxon saint.","S.L. Uckelman. ""Liutberga"". In S.L. Uckelman, ed. The Dictionary of Medieval Names from European Sources, Edition 2019, no. 1. http://dmnes.org/2019/1/name/Liutberga.","http://dmnes.org/name/Liutberga","Germany",1114,1114,1,0,0,0,0,0,0,1,0,0,0,0,"'people' 'mountain, hill' 'castle, city, stronghold'","L",9,6
